#                                                                                      --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                  accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#          ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
tr|A0A059HXD5|A0A059HXD5_CAMJU -           1169 MFS_1                PF07690.15   353   5.6e-23   71.3  29.3   1   3   5.6e-23   5.6e-23   71.3  29.3    34   350    50   377    15   380 0.71 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Campylobacter jejuni K5 OX=1365662 GN=N218_13000 PE=4 SV=1
tr|A0A059HXD5|A0A059HXD5_CAMJU -           1169 MFS_1                PF07690.15   353   5.6e-23   71.3  29.3   2   3       1.6       1.6   -2.6   4.5   133   170   375   413   373   421 0.70 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Campylobacter jejuni K5 OX=1365662 GN=N218_13000 PE=4 SV=1
tr|A0A059HXD5|A0A059HXD5_CAMJU -           1169 MFS_1                PF07690.15   353   5.6e-23   71.3  29.3   3   3       3.4       3.4   -3.6   0.3    10    41   780   812   775   816 0.54 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Campylobacter jejuni K5 OX=1365662 GN=N218_13000 PE=4 SV=1
tr|A0A078L284|A0A078L284_9GAMM -           1032 MFS_1                PF07690.15   353   1.1e-21   67.1  32.0   1   2   1.1e-21   1.1e-21   67.1  32.0    31   346    43   374    10   382 0.75 Bifunctional protein aas OS=Legionella massiliensis OX=1034943 GN=aas_2 PE=4 SV=1
tr|A0A078L284|A0A078L284_9GAMM -           1032 MFS_1                PF07690.15   353   1.1e-21   67.1  32.0   2   2       3.2       3.2   -3.6   5.5    65   104   376   412   373   425 0.55 Bifunctional protein aas OS=Legionella massiliensis OX=1034943 GN=aas_2 PE=4 SV=1
tr|A0A0B7J4E1|A0A0B7J4E1_9RICK -           1143 MFS_1                PF07690.15   353     2e-21   66.2  26.6   1   2   7.5e-18   7.5e-18   54.4  12.6     3   295    19   311    18   318 0.71 Bifunctional protein Aas OS=Rickettsia monacensis OX=109232 GN=aas PE=4 SV=1
tr|A0A0B7J4E1|A0A0B7J4E1_9RICK -           1143 MFS_1                PF07690.15   353     2e-21   66.2  26.6   2   2   1.6e-06   1.6e-06   17.1   6.2    82   176   331   425   321   470 0.81 Bifunctional protein Aas OS=Rickettsia monacensis OX=109232 GN=aas PE=4 SV=1
tr|A0A075ML72|A0A075ML72_9PROT -           1096 MFS_1                PF07690.15   353   3.7e-21   65.3  28.8   1   3   3.7e-21   3.7e-21   65.3  28.8    38   352     1   330     1   331 0.76 Acylglycerophosphoethanolamine acyltransferase OS=endosymbiont of Acanthamoeba sp. UWC8 OX=86106 GN=I862_05005 PE=4 SV=1
tr|A0A075ML72|A0A075ML72_9PROT -           1096 MFS_1                PF07690.15   353   3.7e-21   65.3  28.8   2   3       4.2       4.2   -3.9   0.3   263   295   615   647   608   660 0.49 Acylglycerophosphoethanolamine acyltransferase OS=endosymbiont of Acanthamoeba sp. UWC8 OX=86106 GN=I862_05005 PE=4 SV=1
tr|A0A075ML72|A0A075ML72_9PROT -           1096 MFS_1                PF07690.15   353   3.7e-21   65.3  28.8   3   3         5         5   -4.2   0.3   311   323   803   815   787   844 0.52 Acylglycerophosphoethanolamine acyltransferase OS=endosymbiont of Acanthamoeba sp. UWC8 OX=86106 GN=I862_05005 PE=4 SV=1
tr|A0A090AMF3|A0A090AMF3_9GAMM -           1149 MFS_1                PF07690.15   353     2e-20   62.9  31.5   1   2     2e-20     2e-20   62.9  31.5    36   351    53   379    12   381 0.74 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Thioploca ingrica OX=40754 GN=THII_2123 PE=4 SV=1
tr|A0A090AMF3|A0A090AMF3_9GAMM -           1149 MFS_1                PF07690.15   353     2e-20   62.9  31.5   2   2      0.13      0.13    1.0   3.2   140   173   383   417   375   493 0.66 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Thioploca ingrica OX=40754 GN=THII_2123 PE=4 SV=1
tr|A0A060B7Q6|A0A060B7Q6_9GAMM -           1057 MFS_1                PF07690.15   353   1.4e-19   60.1  33.5   1   2   1.4e-19   1.4e-19   60.1  33.5    33   350    47   375    13   377 0.76 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Halomonas campaniensis OX=213554 GN=FF32_10120 PE=4 SV=1
tr|A0A060B7Q6|A0A060B7Q6_9GAMM -           1057 MFS_1                PF07690.15   353   1.4e-19   60.1  33.5   2   2      0.13      0.13    1.1   4.6   278   319   371   416   368   437 0.71 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Halomonas campaniensis OX=213554 GN=FF32_10120 PE=4 SV=1
tr|A0A0B1ZWT2|A0A0B1ZWT2_9SPHN -           1125 MFS_1                PF07690.15   353   1.1e-18   57.3  35.9   1   2   1.1e-18   1.1e-18   57.3  35.9     2   351    11   374    10   375 0.78 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Novosphingobium malaysiense OX=1348853 GN=LK12_01825 PE=4 SV=1
tr|A0A0B1ZWT2|A0A0B1ZWT2_9SPHN -           1125 MFS_1                PF07690.15   353   1.1e-18   57.3  35.9   2   2   0.00029   0.00029    9.8  17.3    79   175   314   414   298   421 0.80 2-acyl-glycerophospho-ethanolamine acyltransferase OS=Novosphingobium malaysiense OX=1348853 GN=LK12_01825 PE=4 SV=1
tr|A0A064AH09|A0A064AH09_9FUSO -           1118 MFS_1                PF07690.15   353   2.9e-18   55.8  37.5   1   2   2.9e-18   2.9e-18   55.8  37.5     1   351    11   375    11   377 0.78 Acyl-CoA synthetase OS=Fusobacterium necrophorum BFTR-2 OX=1441736 GN=FUSO7_06405 PE=4 SV=1
tr|A0A064AH09|A0A064AH09_9FUSO -           1118 MFS_1                PF07690.15   353   2.9e-18   55.8  37.5   2   2     0.011     0.011    4.5  14.1    87   178   325   418   314   466 0.79 Acyl-CoA synthetase OS=Fusobacterium necrophorum BFTR-2 OX=1441736 GN=FUSO7_06405 PE=4 SV=1
tr|A0A017H5R7|A0A017H5R7_9FUSO -           1118 MFS_1                PF07690.15   353   4.5e-17   51.9  38.1   1   2   4.5e-17   4.5e-17   51.9  38.1     1   351    11   375    11   377 0.77 Acylglycerophosphoethanolamine acyltransferase OS=Fusobacterium necrophorum subsp. funduliforme B35 OX=1226633 GN=FNF_06146 PE=4 SV=1
tr|A0A017H5R7|A0A017H5R7_9FUSO -           1118 MFS_1                PF07690.15   353   4.5e-17   51.9  38.1   2   2     0.013     0.013    4.3  14.5    87   178   325   418   313   465 0.79 Acylglycerophosphoethanolamine acyltransferase OS=Fusobacterium necrophorum subsp. funduliforme B35 OX=1226633 GN=FNF_06146 PE=4 SV=1
tr|A0A021XCW7|A0A021XCW7_9RHIZ -           1132 MFS_1                PF07690.15   353   1.6e-16   50.0  51.9   1   2   5.2e-16   5.2e-16   48.4  32.7     1   291    14   302    14   330 0.72 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligase II OS=Shinella sp. DD12 OX=1410620 GN=SHLA_43c000560 PE=4 SV=1
tr|A0A021XCW7|A0A021XCW7_9RHIZ -           1132 MFS_1                PF07690.15   353   1.6e-16   50.0  51.9   2   2      0.02      0.02    3.7  15.1    88   169   332   414   304   458 0.74 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligase II OS=Shinella sp. DD12 OX=1410620 GN=SHLA_43c000560 PE=4 SV=1
tr|A0A060DVS8|A0A060DVS8_AZOBR -           1136 MFS_1                PF07690.15   353   1.3e-15   47.1  60.8   1   2   2.6e-14   2.6e-14   42.8  30.6     2   297    16   311    15   322 0.70 Acyl-[ACP]--phospholipid O-acyltransferase OS=Azospirillum brasilense OX=192 GN=ABAZ39_24185 PE=4 SV=1
tr|A0A060DVS8|A0A060DVS8_AZOBR -           1136 MFS_1                PF07690.15   353   1.3e-15   47.1  60.8   2   2   0.00032   0.00032    9.6  22.6    77   173   323   417   316   483 0.79 Acyl-[ACP]--phospholipid O-acyltransferase OS=Azospirillum brasilense OX=192 GN=ABAZ39_24185 PE=4 SV=1
tr|A0A023XA81|A0A023XA81_BRAJP -           1134 MFS_1                PF07690.15   353   1.4e-14   43.7  37.6   1   3   1.4e-14   1.4e-14   43.7  37.6     1   289    14   302    14   314 0.73 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II OS=Bradyrhizobium japonicum SEMIA 5079 OX=476282 GN=BJS_07343 PE=4 SV=1
tr|A0A023XA81|A0A023XA81_BRAJP -           1134 MFS_1                PF07690.15   353   1.4e-14   43.7  37.6   2   3    0.0078    0.0078    5.1  23.4    81   172   322   412   304   426 0.73 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II OS=Bradyrhizobium japonicum SEMIA 5079 OX=476282 GN=BJS_07343 PE=4 SV=1
tr|A0A023XA81|A0A023XA81_BRAJP -           1134 MFS_1                PF07690.15   353   1.4e-14   43.7  37.6   3   3       2.5       2.5   -3.2   0.1   310   325   839   854   818   863 0.57 Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II OS=Bradyrhizobium japonicum SEMIA 5079 OX=476282 GN=BJS_07343 PE=4 SV=1
tr|A0A090D9D3|A0A090D9D3_MESPL -           1138 MFS_1                PF07690.15   353   1.8e-14   43.3  61.1   1   2   5.3e-14   5.3e-14   41.8  36.9     1   294    18   309    18   329 0.73 2-acylglycerophosphoethanolamine acyltransferase OS=Mesorhizobium plurifarium OX=69974 GN=MPL3356_110022 PE=4 SV=1
tr|A0A090D9D3|A0A090D9D3_MESPL -           1138 MFS_1                PF07690.15   353   1.8e-14   43.3  61.1   2   2    0.0078    0.0078    5.0  18.3    87   176   335   425   321   432 0.73 2-acylglycerophosphoethanolamine acyltransferase OS=Mesorhizobium plurifarium OX=69974 GN=MPL3356_110022 PE=4 SV=1
tr|A0A072BZI9|A0A072BZI9_RHILP -           1126 MFS_1                PF07690.15   353   3.5e-14   42.4  46.2   1   2   2.2e-13   2.2e-13   39.8  29.3     1   289     9   295     9   321 0.77 Acylglycerophosphoethanolamine acyltransferase OS=Rhizobium leguminosarum bv. phaseoli CCGM1 OX=1408223 GN=aas PE=4 SV=1
tr|A0A072BZI9|A0A072BZI9_RHILP -           1126 MFS_1                PF07690.15   353   3.5e-14   42.4  46.2   2   2    0.0037    0.0037    6.1  11.1    88   176   327   416   303   448 0.79 Acylglycerophosphoethanolamine acyltransferase OS=Rhizobium leguminosarum bv. phaseoli CCGM1 OX=1408223 GN=aas PE=4 SV=1
tr|A0A060I410|A0A060I410_9RHIZ -           1126 MFS_1                PF07690.15   353   2.9e-13   39.3  45.0   1   2   3.5e-13   3.5e-13   39.1  27.8     1   289     9   295     9   321 0.76 Acylglycerophosphoethanolamine acyltransferase protein OS=Rhizobium sp. IE4771 OX=1301032 GN=aas PE=4 SV=1
tr|A0A060I410|A0A060I410_9RHIZ -           1126 MFS_1                PF07690.15   353   2.9e-13   39.3  45.0   2   2     0.019     0.019    3.8  11.3    88   176   327   416   303   449 0.80 Acylglycerophosphoethanolamine acyltransferase protein OS=Rhizobium sp. IE4771 OX=1301032 GN=aas PE=4 SV=1
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      MFS_1.hmm
# Target file:     mfs_domain_proteins.fa
# Option settings: hmmsearch --domtblout domains_found.tsv MFS_1.hmm mfs_domain_proteins.fa 
# Current dir:     /Users/mering/Library/Mobile Documents/com~apple~CloudDocs/CvMs_cloud_folder/teaching/UZH/BIO334_Practical_Bioinformatics/git_repo/bio334_teaching/03_multiple_sequence_alignment/exercises
# Date:            Thu May  8 08:21:11 2025
# [ok]
